------------------------------------------------------------------------------
RESULTS FOR THE UNIFORMITY OF P-VALUES AND THE PROPORTION OF PASSING SEQUENCES
------------------------------------------------------------------------------
   generator is <../seq.dat>
------------------------------------------------------------------------------
 C1  C2  C3  C4  C5  C6  C7  C8  C9 C10  P-VALUE  PROPORTION  STATISTICAL TEST
------------------------------------------------------------------------------
109  94 100 107 119 105  94  94 101  77  0.240501    984/1000    Frequency
100  95 111  98 107 107 104  88  92  98  0.854708    991/1000    BlockFrequency
107 106 110  96  91  93 113  92  91 101  0.693142    985/1000    CumulativeSums
 98 100 114  97 100 100 108  83  96 104  0.745908    984/1000    CumulativeSums
 97 101 100  93 102 119  85  91 110 102  0.500279    988/1000    Runs
106  89  95 118 100 114  84  86 107 101  0.211064    989/1000    LongestRun
 95 119 105  91 118  96 100  89  91  96  0.311542    989/1000    Rank
105 106 114  84  92 102 103 120  74 100  0.054314    993/1000    FFT
 99 110  94  92 109 106 102  77 118  93  0.200115    980/1000    NonOverlappingTemplate
102  96 109  94  95 103  90  97 106 108  0.924076    985/1000    NonOverlappingTemplate
 90 108  91 111 106 121 101  95  89  88  0.253122    995/1000    NonOverlappingTemplate
 89 116 107  99 115  91  94 106  83 100  0.279844    986/1000    NonOverlappingTemplate
 93 108 105  93 104 102 108 101  94  92  0.928857    990/1000    NonOverlappingTemplate
106 107 102  88 111  92  98  98 104  94  0.853049    999/1000    NonOverlappingTemplate
 97 127 104  99 113  86  96  91  95  92  0.159910    990/1000    NonOverlappingTemplate
101 104  92 100  97  87 109 116 109  85  0.435430    987/1000    NonOverlappingTemplate
 93  96 101  95 116 100 104 112  83 100  0.538182    988/1000    NonOverlappingTemplate
110  98 103  88 106 108  94 101  88 104  0.784927    986/1000    NonOverlappingTemplate
128  80 126  93  94  91  98  99  90 101  0.011303    987/1000    NonOverlappingTemplate
 80  88 110 100  97  96 110  96 103 120  0.216713    996/1000    NonOverlappingTemplate
 95  85  93 113  92 105 106 116  87 108  0.288249    989/1000    NonOverlappingTemplate
 94 110  91  96 100  88 106 111 100 104  0.788728    987/1000    NonOverlappingTemplate
112 101  98  89 103  84  98 117  99  99  0.504219    981/1000    NonOverlappingTemplate
 88 105 109 103 110  91  93  85  98 118  0.317565    985/1000    NonOverlappingTemplate
123  86 107 101  90 108  94  89 110  92  0.181557    984/1000    NonOverlappingTemplate
 97 105 115 101 105 100  91  93  95  98  0.880145    993/1000    NonOverlappingTemplate
 97 102 104  97  91 114  96 113  92  94  0.739918    988/1000    NonOverlappingTemplate
104 103 107  98  88  99  84 105  95 117  0.516113    992/1000    NonOverlappingTemplate
118  92  96  95 112  91  92 110 100  94  0.480771    987/1000    NonOverlappingTemplate
105 102  96 104  78 124 101  97 110  83  0.085587    987/1000    NonOverlappingTemplate
 92 106  93 102 107  85  98 107 102 108  0.790621    991/1000    NonOverlappingTemplate
108  96  93  94 108 113  91  97  99 101  0.842937    993/1000    NonOverlappingTemplate
115  84  81 108  92 114 108  99 107  92  0.143686    985/1000    NonOverlappingTemplate
112 104 103 101  87 102  98 102  97  94  0.914025    991/1000    NonOverlappingTemplate
101  90  94  90  92  98  99 114  99 123  0.325206    993/1000    NonOverlappingTemplate
100  98 115  92  93  95 108  95 115  89  0.532132    985/1000    NonOverlappingTemplate
 94 109  90  95 108  91 111  90  91 121  0.255705    990/1000    NonOverlappingTemplate
 94 101  91  94  99 101 114 101 103 102  0.932333    991/1000    NonOverlappingTemplate
 96  99  83  92 115  89 111  98 107 110  0.358641    992/1000    NonOverlappingTemplate
 90 112 106  94  98  80 112 100 106 102  0.433590    993/1000    NonOverlappingTemplate
106  95 106 110  96 106  87 105  95  94  0.830808    986/1000    NonOverlappingTemplate
 95  95  92 102  95  90 101 112 108 110  0.786830    991/1000    NonOverlappingTemplate
106  89 102  98  98  86 104 115  94 108  0.630872    984/1000    NonOverlappingTemplate
114  91 108 106 109  87  85 108  99  93  0.378705    990/1000    NonOverlappingTemplate
 89  94 103 103 103 113  94  89 107 105  0.755819    993/1000    NonOverlappingTemplate
102  99 108  93 102 100  92 107  93 104  0.964295    989/1000    NonOverlappingTemplate
 87  91  94 104 102 110 112  90 106 104  0.635037    989/1000    NonOverlappingTemplate
106  97  91  95 100  99 121 100  88 103  0.589341    990/1000    NonOverlappingTemplate
101 106  99 101 118  98  88  81 108 100  0.404728    992/1000    NonOverlappingTemplate
 97 100 114 100  87 111 108  94  90  99  0.641284    986/1000    NonOverlappingTemplate
 90  91  86  95  97 118  95 119  91 118  0.084037    994/1000    NonOverlappingTemplate
108  98 106 115  93  89 120  90  84  97  0.179584    994/1000    NonOverlappingTemplate
102 111  86 103  92  96  96 103 101 110  0.801865    990/1000    NonOverlappingTemplate
111 109  94  89  98  83  93 112 122  89  0.105618    991/1000    NonOverlappingTemplate
115 116  92 101 101 100 101  93  86  95  0.516113    991/1000    NonOverlappingTemplate
 82 107  98  99 113  93  99  96 103 110  0.614226    988/1000    NonOverlappingTemplate
 89  86 100 109 126 113 101  99  85  92  0.082010    989/1000    NonOverlappingTemplate
 90 112 101 112  93 105 103  85  95 104  0.597620    993/1000    NonOverlappingTemplate
111  92  95 103 114  94  98  88 117  88  0.325206    984/1000    NonOverlappingTemplate
 88  81 119 107 103 101 115 103  94  89  0.155499    990/1000    NonOverlappingTemplate
 99 111  85  92  91  93 103 111 101 114  0.467322    989/1000    NonOverlappingTemplate
 95 100  91 104 122  99  90  89 111  99  0.392456    994/1000    NonOverlappingTemplate
116 103  93  94 107 101 110  84  94  98  0.538182    986/1000    NonOverlappingTemplate
 88 120  91 112 103  87 100  98  96 105  0.357000    993/1000    NonOverlappingTemplate
 91 106 107  91 100 104  87  94 114 106  0.637119    993/1000    NonOverlappingTemplate
100 106 107  98 101  89 103  95 102  99  0.980883    987/1000    NonOverlappingTemplate
 92  91  96 104  93 116 117 100  88 103  0.415422    994/1000    NonOverlappingTemplate
110  83 113 103  96  98 104 121  93  79  0.082010    982/1000    NonOverlappingTemplate
117  92  97  96 112 105 110  93  97  81  0.299736    995/1000    NonOverlappingTemplate
104  97 106  96 109  92  97 104  94 101  0.970302    993/1000    NonOverlappingTemplate
 99  95 106 104 103 116  92  89  93 103  0.753844    983/1000    NonOverlappingTemplate
 91 105  94 122  89  98  99  83 118 101  0.134944    987/1000    NonOverlappingTemplate
100 112 103  87 107  95 102  98  94 102  0.880145    990/1000    NonOverlappingTemplate
102 106  86 104  90  94  91 112 104 111  0.585209    987/1000    NonOverlappingTemplate
109  98  97  93 107 108 123  84  94  87  0.188601    986/1000    NonOverlappingTemplate
108  95  97 100 103  91 114  91 106  95  0.811080    983/1000    NonOverlappingTemplate
103  99  91  95 110  85  97 105 111 104  0.727851    990/1000    NonOverlappingTemplate
 96 116  95  94  99  83  79 102 110 126  0.030399    993/1000    NonOverlappingTemplate
101  95 105  96  87  97 112  97 100 110  0.836048    990/1000    NonOverlappingTemplate
102  85 105 111  94 105 100 112  89  97  0.626709    992/1000    NonOverlappingTemplate
100  98  94 129  88 100 107  89 100  95  0.202268    992/1000    NonOverlappingTemplate
117  95  71 100 106  92 103 126  85 105  0.009201    988/1000    NonOverlappingTemplate
 99 111  92  93 108 107 102  75 122  91  0.080027    980/1000    NonOverlappingTemplate
101  93  89 103 112 106 101 108  88  99  0.769527    995/1000    NonOverlappingTemplate
 88  74 113  96 126 102 108  94  91 108  0.022760    988/1000    NonOverlappingTemplate
 98  76 105 103 107  88 104 118  87 114  0.087692    988/1000    NonOverlappingTemplate
 80  84  98 105  97 111  99 116 106 104  0.259616    993/1000    NonOverlappingTemplate
 92  89 108  99 102 103 104 101 104  98  0.964295    994/1000    NonOverlappingTemplate
 87  92 104 112  94  91 100 105 106 109  0.686955    996/1000    NonOverlappingTemplate
114  90 102  95  89  96 105 114  92 103  0.579021    983/1000    NonOverlappingTemplate
 96  99 104 105  96 102 109  93  94 102  0.981417    992/1000    NonOverlappingTemplate
 92 104 102  96 110  98  87  93 106 112  0.737915    987/1000    NonOverlappingTemplate
 92  92  88  99 110 101 112 101  85 120  0.246750    988/1000    NonOverlappingTemplate
 94  92  92 132 102  98  92  95 103 100  0.165340    992/1000    NonOverlappingTemplate
 92  99  93  86 116  90 109 111  98 106  0.429923    992/1000    NonOverlappingTemplate
102  95 100  97  95 100 112  93  99 107  0.961869    993/1000    NonOverlappingTemplate
 93  86 119  85  94  98  95 103 113 114  0.176657    989/1000    NonOverlappingTemplate
 98 104  94  98  95 106  85  99 114 107  0.747898    989/1000    NonOverlappingTemplate
 83  97 103  88  96 112  87 117 102 115  0.163513    993/1000    NonOverlappingTemplate
106 101  87 103 108 106  90  90 108 101  0.759756    991/1000    NonOverlappingTemplate
 91  99 101 123  93 103  84  96 111  99  0.301194    989/1000    NonOverlappingTemplate
106  90 117 102 110 102  96  92  89  96  0.585209    990/1000    NonOverlappingTemplate
104 112 102  97  98  96  83  95 102 111  0.707513    988/1000    NonOverlappingTemplate
113  93  94  95  99 109 102 109  82 104  0.548314    986/1000    NonOverlappingTemplate
100 102  88  92 109 113 104 102  95  95  0.805569    989/1000    NonOverlappingTemplate
107  97 102  92 109  90 106 105  87 105  0.777265    987/1000    NonOverlappingTemplate
103 102  96  96 117 105 101  98  90  92  0.809249    991/1000    NonOverlappingTemplate
 99  83  90 104 113 109  91 100 107 104  0.532132    990/1000    NonOverlappingTemplate
115  88 105 100  97 100 108 102  83 102  0.570792    986/1000    NonOverlappingTemplate
 96  90 100 107 110 107 100 104  78 108  0.457825    992/1000    NonOverlappingTemplate
 97  99  97  74 107 125  97  98 108  98  0.105618    990/1000    NonOverlappingTemplate
 91 102  89  94  90 115 109  92 111 107  0.454053    989/1000    NonOverlappingTemplate
 92  86  93  92 119  98 105  99 104 112  0.415422    995/1000    NonOverlappingTemplate
106 115  91 104 102  96 110  92  94  90  0.660012    990/1000    NonOverlappingTemplate
102 102  84  93 107  96 106 100 110 100  0.821937    988/1000    NonOverlappingTemplate
 95  99 104  84 107 114 105 102  93  97  0.709558    989/1000    NonOverlappingTemplate
101 113 103 113  93 104  91  89 101  92  0.657933    989/1000    NonOverlappingTemplate
 93  97 104  96 103 105  98 112  84 108  0.747898    991/1000    NonOverlappingTemplate
100  98  87 104 105 106 103 120 102  75  0.168112    989/1000    NonOverlappingTemplate
 99 104 102 102 104 100  96  99  85 109  0.933472    988/1000    NonOverlappingTemplate
 99  77 110 112  84  96  92 117 104 109  0.092041    987/1000    NonOverlappingTemplate
105 109  91  84  91 116 100 103 109  92  0.406499    994/1000    NonOverlappingTemplate
109  86  83 107  99  80 103 106 115 112  0.112047    985/1000    NonOverlappingTemplate
 96 108  94  96 107  93 112  89 100 105  0.816537    988/1000    NonOverlappingTemplate
102  96 100  83  98 117 114 104  99  87  0.363593    990/1000    NonOverlappingTemplate
112 105  89 108  80  90 115  89 104 108  0.171867    988/1000    NonOverlappingTemplate
118 102  79  90  95 113 105 109  90  99  0.176657    990/1000    NonOverlappingTemplate
112  99  91 100  96  94  99 102 108  99  0.942198    988/1000    NonOverlappingTemplate
 91 113  96 113  99  97 105  87  92 107  0.583145    983/1000    NonOverlappingTemplate
102  98  76 113  97  98 101  87 119 109  0.130369    992/1000    NonOverlappingTemplate
115  85 105 102  93 109  97  93 118  83  0.171867    985/1000    NonOverlappingTemplate
 98  86 106  89 105  85 100 110 105 116  0.360287    985/1000    NonOverlappingTemplate
107  95  90  93  98 117 106  91 101 102  0.701366    991/1000    NonOverlappingTemplate
 98  92 101  93  97 100 113 100 104 102  0.957612    990/1000    NonOverlappingTemplate
 98 107  92 105  92 110  93 112  89 102  0.715679    991/1000    NonOverlappingTemplate
100  96 102  93  82 112  84 106 115 110  0.240501    991/1000    NonOverlappingTemplate
105  75  94  98  94 108  99 106 114 107  0.295391    984/1000    NonOverlappingTemplate
101  91 110  98 113  96 101  98  83 109  0.589341    991/1000    NonOverlappingTemplate
 94  94 110 106 102 110  83 103 104  94  0.676615    992/1000    NonOverlappingTemplate
 96  90 104  98 105 117  83 101  97 109  0.504219    983/1000    NonOverlappingTemplate
103 109 116  95 104  85 103  95  93  97  0.632955    994/1000    NonOverlappingTemplate
101  97  96  96 100 119  84 110 100  97  0.566688    989/1000    NonOverlappingTemplate
108  94  80  99 111 102  97 111 107  91  0.450297    986/1000    NonOverlappingTemplate
 93 101 106 102 101 113 100  93  88 103  0.866097    994/1000    NonOverlappingTemplate
115  98 100 105 109  83  98  97  97  98  0.689019    986/1000    NonOverlappingTemplate
106 102 114  99  91  87 103  85 106 107  0.528111    983/1000    NonOverlappingTemplate
101  99  93 101  97 108 109  81  96 115  0.526105    992/1000    NonOverlappingTemplate
104  88 108 101  85 122  90 101 104  97  0.304126    992/1000    NonOverlappingTemplate
113  99 107  75 108  98 116  98  90  96  0.168112    989/1000    NonOverlappingTemplate
100  84 107 101 104 124  99  90  93  98  0.310049    988/1000    NonOverlappingTemplate
103 103  98 107 103 100  93 100  93 100  0.994488    987/1000    NonOverlappingTemplate
 87 110 105 103 103  93 108 105  95  91  0.783019    991/1000    NonOverlappingTemplate
 86 113 107  85  94 104 108 107  95 101  0.504219    987/1000    NonOverlappingTemplate
 91  90 117 102 101 101 101  92  94 111  0.639202    985/1000    NonOverlappingTemplate
106  86  95 115 108  89  87 105  94 115  0.260930    991/1000    NonOverlappingTemplate
117  97  70  99 106  93 103 125  87 103  0.012829    988/1000    NonOverlappingTemplate
103  94  99 116  96 101 104  97 108  82  0.603841    986/1000    OverlappingTemplate
  0   0   0   0 1000   0   0   0   0   0  0.000000 * 1000/1000 *  Universal
119 121  99  91  93  96 115 100 101  65  0.004301    985/1000    ApproximateEntropy
 10   9  14  10   7   7  14  10  11  13  0.729870    102/105     RandomExcursions
  9  10  13  15   8  14   7  11   7  11  0.585209    103/105     RandomExcursions
  7   8  10  10  16   7   6  12  19  10  0.068999    104/105     RandomExcursions
 12   4   7   8  15  13  12  11   9  14  0.282626    103/105     RandomExcursions
 11  12   8  10  15  13  10   8   7  11  0.769527    104/105     RandomExcursions
  9   8  14  12  17   5   9  11  11   9  0.326749    103/105     RandomExcursions
  8   9  18  12   9  10   9  13   8   9  0.446556    105/105     RandomExcursions
 10  10   6  13  13  11  11  14  10   7  0.729870    104/105     RandomExcursions
 10  19  11   7   8   9  21   5   8   9  0.003322    105/107     RandomExcursionsVariant
 12  13  15  11   9   9   9  10   8  11  0.859637    105/107     RandomExcursionsVariant
 13  11  11   9  15   7  12  14  10   5  0.428095    105/107     RandomExcursionsVariant
 13  13  10  13  11  15   8  10   8   6  0.564639    106/107     RandomExcursionsVariant
 13  14  11  13  14  13   6   6   6  11  0.282626    106/107     RandomExcursionsVariant
 10  14  14  12  12   8  10  11  12   4  0.484646    106/107     RandomExcursionsVariant
 11  10  17  14   7  10  11  10  10   7  0.484646    106/107     RandomExcursionsVariant
 10  12  12  10   9  13   9  15   9   8  0.842937    106/107     RandomExcursionsVariant
 13   8   8   8   5   9  12  15  16  13  0.207730    105/107     RandomExcursionsVariant
  9   9  12   9  16  17   9   5  10  11  0.219006    106/107     RandomExcursionsVariant
  8  11  20   6   7  19   9   6  13   8  0.004146    107/107     RandomExcursionsVariant
  8   9  11  10  13   6  14  15   7  14  0.375313    105/107     RandomExcursionsVariant
 10  11  16   9  10   9   9  11  11  11  0.890582    106/107     RandomExcursionsVariant
 10  20  12   8  11  12  12   7   7   8  0.125927    107/107     RandomExcursionsVariant
