------------------------------------------------------------------------------
RESULTS FOR THE UNIFORMITY OF P-VALUES AND THE PROPORTION OF PASSING SEQUENCES
------------------------------------------------------------------------------
   generator is <../seq.dat>
------------------------------------------------------------------------------
 C1  C2  C3  C4  C5  C6  C7  C8  C9 C10  P-VALUE  PROPORTION  STATISTICAL TEST
------------------------------------------------------------------------------
105 105 107  91 104  91 100  93 103 101  0.948298    991/1000    Frequency
100 100 109 102  99 100 100  99  96  95  0.998474    994/1000    BlockFrequency
104 116  96  93 113  89  91 100 104  94  0.574903    992/1000    CumulativeSums
100 114 113 104  86 103 101  91  98  90  0.562591    993/1000    CumulativeSums
101  91  95  91 109 100  93 105 110 105  0.861264    992/1000    Runs
101  97  95 106 100  98 105  99  95 104  0.997698    995/1000    LongestRun
112  93  84  93 112 101 115  95  99  96  0.428095    982/1000    Rank
101 100  98  90 125  94 100 100  91 101  0.486588    993/1000    FFT
108 112  84  95  97 102 100 111  98  93  0.662091    988/1000    NonOverlappingTemplate
104  96 103 107 100 107  93  98 100  92  0.979226    989/1000    NonOverlappingTemplate
 96 108 111 102  98  95  77 104 100 109  0.474986    993/1000    NonOverlappingTemplate
 94  93 103  94 109  95 101 108  98 105  0.951205    987/1000    NonOverlappingTemplate
105 106  86  99 101  96 114  96 101  96  0.830808    992/1000    NonOverlappingTemplate
104  94 101  98 100  90  94 108 114  97  0.866097    986/1000    NonOverlappingTemplate
104 100  95 115 113  94 101 102  94  82  0.498313    986/1000    NonOverlappingTemplate
103 101 102 119  91  97  83  96 119  89  0.185555    991/1000    NonOverlappingTemplate
104 109 113  82  94 102  96 106  89 105  0.506194    983/1000    NonOverlappingTemplate
 99 109  92  98 112 106 100 111  94  79  0.411840    991/1000    NonOverlappingTemplate
 95 101  94  95 112 101 104 106  93  99  0.949278    988/1000    NonOverlappingTemplate
100  95  84 100 110  97 103  99 116  96  0.666245    987/1000    NonOverlappingTemplate
113  83  82 120 100 101  93  90 114 104  0.079538    985/1000    NonOverlappingTemplate
 96  89 100  97 104 106 120  99  94  95  0.678686    987/1000    NonOverlappingTemplate
 99 103  98  96  98  99  94 118  98  97  0.906069    985/1000    NonOverlappingTemplate
 92 116 100  99 103 110  99  90  89 102  0.682823    990/1000    NonOverlappingTemplate
100  97  98 100  86 100  98 105 105 111  0.921624    990/1000    NonOverlappingTemplate
 99 103  99 100  97  85 108 101 106 102  0.941144    989/1000    NonOverlappingTemplate
102  92 103 108  97 100  92 102 118  86  0.597620    987/1000    NonOverlappingTemplate
112  87  85  90 104  98 124 116  79 105  0.020831    987/1000    NonOverlappingTemplate
100 105 112  91  89  86 117 109  87 104  0.260930    991/1000    NonOverlappingTemplate
 85 105  86  96  90 106 102 110 104 116  0.371941    992/1000    NonOverlappingTemplate
103 102  88  86  84 120  97 109 108 103  0.229559    990/1000    NonOverlappingTemplate
 98  96  98 103  94  97 101 104 100 109  0.994720    988/1000    NonOverlappingTemplate
 97  90  92  94 111 111  90 115  90 110  0.370262    993/1000    NonOverlappingTemplate
125  86  92  96  99 100 105  97  92 108  0.301194    983/1000    NonOverlappingTemplate
104 108  82  98 109 113  92  99 108  87  0.387264    987/1000    NonOverlappingTemplate
 94  95  92 108 108  86 115  87 101 114  0.319084    989/1000    NonOverlappingTemplate
105 114  94  97 102  99  86  78 115 110  0.173770    988/1000    NonOverlappingTemplate
 89  92 100  97 112  98 110  99 101 102  0.877083    986/1000    NonOverlappingTemplate
104 104 106  99 102 107  85  90  96 107  0.823725    988/1000    NonOverlappingTemplate
102  90  95  99  94 112  87 117  96 108  0.486588    986/1000    NonOverlappingTemplate
 92  87  98  89 100 106  94  98 119 117  0.286836    994/1000    NonOverlappingTemplate
109  96  98  81 109 106 107 103  85 106  0.439122    985/1000    NonOverlappingTemplate
 91  90 101 104 102 103 104  92 110 103  0.911413    988/1000    NonOverlappingTemplate
 98  92  89 111 113  96 112  97  90 102  0.583145    980/1000    NonOverlappingTemplate
 83 109 101 107  93  91 112 105  98 101  0.612147    993/1000    NonOverlappingTemplate
110  82  81 105 102  99 115 114  86 106  0.100109    986/1000    NonOverlappingTemplate
 99  90  93  82  97  99 105 111 109 115  0.404728    990/1000    NonOverlappingTemplate
 94  98  99  93 124 103 107  96  87  99  0.428095    992/1000    NonOverlappingTemplate
 89  98 106 106 106  94  98 108 102  93  0.917870    988/1000    NonOverlappingTemplate
 85  87  94  92 104 102 100 111 115 110  0.383827    995/1000    NonOverlappingTemplate
102  91  97 111 109  91 101  90 111  97  0.731886    986/1000    NonOverlappingTemplate
 91  92 104 100 107 102  98 106 109  91  0.900569    989/1000    NonOverlappingTemplate
101 101 106 100 101  93  93 116 100  89  0.821937    988/1000    NonOverlappingTemplate
113  98  93  97  82  96 115  94 118  94  0.217857    987/1000    NonOverlappingTemplate
 90 109 120  82 102  90 107 101 102  97  0.295391    993/1000    NonOverlappingTemplate
101 111  99  90  91  95 100 107 102 104  0.912724    992/1000    NonOverlappingTemplate
117  95  99  89 108  98  90  99 109  96  0.635037    982/1000    NonOverlappingTemplate
 88  92 114  99  96  96  97 102 108 108  0.761719    987/1000    NonOverlappingTemplate
107 109 103  86  84  90  94 123  96 108  0.146982    982/1000    NonOverlappingTemplate
106  89 103  97 102 111  93  95 107  97  0.889118    985/1000    NonOverlappingTemplate
102 110 118 104  96  87  94  93  83 113  0.229559    989/1000    NonOverlappingTemplate
109  98 107 113  86  81  94  95 113 104  0.271619    995/1000    NonOverlappingTemplate
 83 115  88  90 101 109 101  93 103 117  0.220159    988/1000    NonOverlappingTemplate
 99 108  88 108 108  98  92  93  97 109  0.794391    988/1000    NonOverlappingTemplate
 93 104 105 106 102 100  89  92  97 112  0.861264    995/1000    NonOverlappingTemplate
104  97  91  94  85 102 120 109  93 105  0.413628    983/1000    NonOverlappingTemplate
 94 101  92 117  96 114  88 104 101  93  0.522100    989/1000    NonOverlappingTemplate
 90 110 113  94  93 101 101 106  96  96  0.812905    991/1000    NonOverlappingTemplate
 96 109  97 100 111 107  83 103  98  96  0.745908    986/1000    NonOverlappingTemplate
 82  96  98 112  98 104 110  99 102  99  0.725829    994/1000    NonOverlappingTemplate
102  88  94  98 117 104  92 108  99  98  0.713641    989/1000    NonOverlappingTemplate
 86  90 106  90  96 102 118 111  95 106  0.385543    990/1000    NonOverlappingTemplate
 86 108  99  94  71 104 111 112 106 109  0.081510    995/1000    NonOverlappingTemplate
 89  91 118  91 104 101  90 108 106 102  0.506194    989/1000    NonOverlappingTemplate
113  82  94  98  97  92  87 123 101 113  0.098330    982/1000    NonOverlappingTemplate
 95  95  82 109  95 100 105  87 102 130  0.071620    994/1000    NonOverlappingTemplate
 99  99  89  90  95 105 103 102  99 119  0.691081    990/1000    NonOverlappingTemplate
 96 102 123  79  92 102 114  89 102 101  0.129620    993/1000    NonOverlappingTemplate
 97  90  85  99 129 104  99 102  92 103  0.176657    990/1000    NonOverlappingTemplate
 87 115  88  89 104  88  90 123 108 108  0.072066    996/1000    NonOverlappingTemplate
128 102 102  89  98  82 106 111 102  80  0.034942    984/1000    NonOverlappingTemplate
100  94  97  99 119  99  86  93  98 115  0.454053    992/1000    NonOverlappingTemplate
107 112  85  94  98 101 101 111  99  92  0.693142    988/1000    NonOverlappingTemplate
105 124  92  91  69  95  95 115 105 109  0.013194    987/1000    NonOverlappingTemplate
108  95 106  91 112  99  95 105  94  95  0.866097    989/1000    NonOverlappingTemplate
102  99  84  94 107  98 115  96 104 101  0.731886    986/1000    NonOverlappingTemplate
102  88 100 100  84  89 112 128  94 103  0.091487    988/1000    NonOverlappingTemplate
 86 100  99 100  86 120 113  93  97 106  0.307077    989/1000    NonOverlappingTemplate
